"ID","Name","PwURL","Amount"
"20005","Rentals","/category/rentals","90"
"20256","Infrastructure-as-a-Service","/category/infrastructure-as-a-service","89"
"20259","International","/category/international","88"
"20245","Writing","/category/writing","88"
"20063","Gambling","/category/gambling","88"
"20251","Support","/category/support","88"
"20067","Cycling","/category/cycling","88"
"20404","USA","/category/usa","88"
"20224","Forms","/category/forms","87"
"22473","Developer Relations","/category/developer-relations","87"
"20169","Dashboards","/category/dashboards","87"
"20051","Spanish","/category/spanish","87"
"20366","Rewards","/category/rewards","86"
"19992","Algorithms","/category/algorithms","85"
"20347","Profiles","/category/profiles","85"
"20124","Time","/category/time","85"
"20335","Planning","/category/planning","85"
"20217","Graphics","/category/graphics","85"
"20182","Dictionary","/category/dictionary","83"
"20338","Polls","/category/polls","83"
"20119","Classifieds","/category/classifieds","82"
"20267","Keywords","/category/keywords","82"
"20249","Tweets","/category/tweets","81"
"20345","Privacy","/category/privacy","79"
"20360","Registration","/category/registration","77"
"20178","Database-as-a-Service","/category/database-as-a-service","77"
"20052","Barcodes","/category/barcodes","77"
"20165","Spreadsheets","/category/spreadsheets","76"
"20364","Reservations","/category/reservations","75"
"19973","Plugins","/category/plugins","75"
"20270","Learning Management Systems","/category/learning-management-systems","74"
"20127","Encoding","/category/encoding","73"
"20321","Ordering","/category/ordering","70"
"20314","OAuth","/category/oauth","69"
"20046","Backup","/category/backup","69"
"20302","Russian","/category/russian","69"
"20187","Logistics","/category/logistics","69"
"20391","Words","/category/words","68"
"20409","Virtualization","/category/virtualization","68"
"20333","Performance","/category/performance","68"
"20134","Forums","/category/forums","68"
"20276","Museums","/category/museums","67"
"20104","Celebrities","/category/celebrities","64"
"20371","Taxes","/category/taxes","64"
"20287","Measurements","/category/measurements","64"
"20237","Nutrition","/category/nutrition","63"
"20144","Teleconferencing","/category/teleconferencing","62"
"20228","Funding","/category/funding","62"
"19964","Accessibility","/category/accessibility","62"
"20384","Spam","/category/spam","62"
"19986","Agriculture","/category/agriculture","62"
"20342","Zip Codes","/category/zip-codes","62"
"20028","Augmented Reality","/category/augmented-reality","61"
"20350","Purchasing","/category/purchasing","61"
"19999","Animals","/category/animals","60"
"19982","African","/category/african","59"
"20236","Gifts","/category/gifts","59"
"19985","Agile","/category/agile","58"
"20177","Dating","/category/dating","57"
"20312","Notes","/category/notes","56"
"20423","HTML5","/category/html5","137"
"20294","Surveys","/category/surveys","137"
"20263","VoIP","/category/voip","137"
"20355","Ratings","/category/ratings","136"
"20365","REST","/category/rest","135"
"20032","Authorization","/category/authorization","135"
"20170","Data Mining","/category/data-mining","135"
"19969","Activity Streams","/category/activity-streams","135"
"20309","Non-Profit","/category/non-profit","134"
"20060","German","/category/german","133"
"20332","PDF","/category/pdf","132"
"20180","Nordic","/category/nordic","131"
"20419","Wiki","/category/wiki","129"
"20160","Crime","/category/crime","126"
"20081","Bots","/category/bots","126"
"20386","Subscriptions","/category/subscriptions","125"
"20084","Browsers","/category/browsers","125"
"20121","Sustainability","/category/sustainability","124"
"20322","Organization","/category/organization","121"
"20138","Comparisons","/category/comparisons","121"
"20179","Indian","/category/indian","120"
"20394","Time Tracking","/category/time-tracking","119"
"20029","Australian","/category/australian","118"
"20093","Canadian","/category/canadian","118"
"20065","Religion","/category/religion","118"
"20307","New York City","/category/new-york-city","118"
"20274","URLs","/category/urls","117"
"20339","Postal","/category/postal","117"
"20053","Discounts","/category/discounts","117"
"20054","French","/category/french","116"
"20168","Data-as-a-Service","/category/data-as-a-service","115"
"19987","Charity","/category/charity","114"
"20003","Q&amp;A","/category/qa","114"
"20320","Optimization","/category/optimization","113"
"20252","History","/category/history","112"
"20205","Human Resources","/category/human-resources","111"
"20392","Text-to-Speech","/category/text-to-speech","109"
"20140","Compliance","/category/compliance","108"
"20319","Standards","/category/standards","107"
"20248","Hardware","/category/hardware","106"
"20115","Cities","/category/cities","105"
"20172","Syncing","/category/syncing","105"
"20416","WebRTC","/category/webrtc","104"
"20022","Astronomy","/category/astronomy","103"
"20232","Genetics","/category/genetics","103"
"20405","Upload","/category/upload","102"
"20101","Catalogs","/category/catalogs","101"
"20219","Feedback","/category/feedback","100"
"20260","Inventory","/category/inventory","98"
"20146","Home Automation","/category/home-automation","96"
"20278","Lyrics","/category/lyrics","96"
"23003","Cryptocurrency","/category/cryptocurrency","96"
"20395","Tourism","/category/tourism","95"
"20408","Viewer","/category/viewer","94"
"20376","SDK","/category/sdk","93"
"20163","Crowdsourcing","/category/crowdsourcing","93"
"20266","Japanese","/category/japanese","93"
"20381","Smartphone","/category/smartphone","92"
"20271","Mail","/category/mail","91"
"20039","B2B","/category/b2b","90"
"19978","Mapping","/category/mapping","4662"
"20087","Social","/category/social","3814"
"20099","eCommerce","/category/ecommerce","2708"
"20055","Search","/category/search","2654"
"19959","Mobile","/category/mobile","2650"
"20012","Tools","/category/tools","2521"
"20006","API","/category/api","2268"
"20015","Messaging","/category/messaging","2024"
"20038","Video","/category/video","1988"
"19968","Financial","/category/financial","1860"
"20206","Enterprise","/category/enterprise","1785"
"20103","Cloud","/category/cloud","1761"
"20162","Photos","/category/photos","1669"
"20013","Application Development","/category/application-development","1629"
"20141","Data","/category/data","1563"
"19998","Analytics","/category/analytics","1559"
"20296","Payments","/category/payments","1546"
"20202","Marketing","/category/marketing","1422"
"20066","Reference","/category/reference","1402"
"20250","News Services","/category/news-services","1375"
"19960","Telephony","/category/telephony","1352"
"19965","Travel","/category/travel","1275"
"19990","Music","/category/music","1260"
"20094","Government","/category/government","1167"
"20004","Security","/category/security","1096"
"20086","Business","/category/business","1082"
"20024","Email","/category/email","1031"
"20142","Events","/category/events","939"
"20098","Games","/category/games","938"
"20174","Database","/category/database","870"
"19971","Advertising","/category/advertising","807"
"20075","Blogging","/category/blogging","793"
"19963","Education","/category/education","787"
"20070","Science","/category/science","763"
"20034","Transportation","/category/transportation","754"
"20016","Sports","/category/sports","739"
"20010","Applications","/category/applications","730"
"19979","Images","/category/images","725"
"20357","Real Time","/category/real-time","717"
"20385","Voice","/category/voice","703"
"20020","Media","/category/media","661"
"20171","Storage","/category/storage","646"
"20173","Visualizations","/category/visualizations","635"
"20145","Internet of Things","/category/internet-things","616"
"20161","Customer Relationship Management","/category/customer-relationship-management","594"
"20301","Monitoring","/category/monitoring","575"
"20073","Bitcoin","/category/bitcoin","528"
"19988","Health","/category/health","522"
"20129","Collaboration","/category/collaboration","487"
"19997","Humor","/category/humor","486"
"20136","Sales","/category/sales","482"
"20211","Real Estate","/category/real-estate","471"
"20137","Stocks","/category/stocks","468"
"20227","Text","/category/text","463"
"19995","Project Management","/category/project-management","457"
"20122","Weather","/category/weather","452"
"20149","Content","/category/content","440"
"20208","England","/category/england","439"
"22068","Location","/category/location","439"
"20107","Chat","/category/chat","432"
"20061","Mashups","/category/mashups","427"
"20214","Recognition","/category/recognition","422"
"20255","Localization","/category/localization","420"
"20191","Documents","/category/documents","419"
"20133","Entertainment","/category/entertainment","416"
"20100","Currency","/category/currency","412"
"20369","Software-as-a-Service","/category/software-as-a-service","401"
"20324","Platform-as-a-Service","/category/platform-as-a-service","400"
"20048","Food","/category/food","396"
"20007","API Management","/category/api-management","388"
"20080","Jobs","/category/jobs","388"
"20280","Machine Learning","/category/machine-learning","385"
"20204","Widgets","/category/widgets","383"
"20220","File Sharing","/category/file-sharing","383"
"20283","Management","/category/management","382"
"20031","Authentication","/category/authentication","377"
"20044","Backend","/category/backend","376"
"20158","Shipping","/category/shipping","373"
"20176","Feeds","/category/feeds","368"
"20027","Audio","/category/audio","362"
"20068","Big Data","/category/big-data","362"
"20377","Semantics","/category/semantics","356"
"20358","Recommendations","/category/recommendations","345"
"20221","Hosting","/category/hosting","344"
"20315","Office","/category/office","339"
"20254","Translation","/category/translation","339"
"20114","Movies","/category/movies","329"
"20318","Open Source","/category/open-source","320"
"20064","Testing","/category/testing","320"
"19994","Medical","/category/medical","316"
"20253","Streaming","/category/streaming","316"
"19962","Language","/category/language","309"
"20323","Other","/category/other","308"
"20313","Notifications","/category/notifications","305"
"20186","Directories","/category/directories","305"
"19996","Books","/category/books","303"
"20207","Engagement","/category/engagement","302"
"20128","Developers","/category/developers","296"
"20072","Identity","/category/identity","294"
"20126","Content Management","/category/content-management","283"
"20009","Integration","/category/integration","281"
"20258","Intelligence","/category/intelligence","279"
"20035","Automation","/category/automation","279"
"20286","Marketplace","/category/marketplace","274"
"20135","Community","/category/community","273"
"20194","TV","/category/tv","272"
"19974","Addresses","/category/addresses","271"
"20033","Auto","/category/auto","270"
"20049","Banking","/category/banking","268"
"20407","Verification","/category/verification","267"
"20291","Merchants","/category/merchants","262"
"20305","Natural Language Processing","/category/natural-language-processing","260"
"20069","Billing","/category/billing","260"
"20316","Open Data","/category/open-data","259"
"20079","Bookmarks","/category/bookmarks","259"
"20008","API Design","/category/api-design","254"
"20159","Web Site Management","/category/web-site-management","252"
"20152","Conversions","/category/conversions","252"
"20200","Healthcare","/category/healthcare","248"
"20272","Library","/category/library","245"
"20234","Geology","/category/geology","14"
"20017","Military","/category/military","14"
"20331","Patents","/category/patents","13"
"20412","Water","/category/water","13"
"20262","iPaaS","/category/ipaas","13"
"20181","Diagrams","/category/diagrams","13"
"20400","Transparency","/category/transparency","13"
"20203","Newsletters","/category/newsletters","13"
"20422","Word Processing","/category/word-processing","13"
"20239","Greek","/category/greek","12"
"20047","Badges","/category/badges","12"
"20083","Breweries","/category/breweries","12"
"20361","Registry","/category/registry","11"
"20043","Weddings","/category/weddings","11"
"20282","Magazines","/category/magazines","11"
"20388","Summary","/category/summary","11"
"19975","Adoption","/category/adoption","10"
"20293","Mexican","/category/mexican","10"
"20368","Romanian","/category/romanian","10"
"20328","Passports","/category/passports","9"
"20297","Migration","/category/migration","9"
"20290","Meme","/category/meme","9"
"20330","Pastebin","/category/pastebin","9"
"20108","Check-In","/category/check","9"
"20131","Hobbies","/category/hobbies","9"
"20257","IDE","/category/ide","8"
"19993","Supernatural","/category/supernatural","8"
"20299","Modules","/category/modules","8"
"20417","Wholesale","/category/wholesale","8"
"20085","Budget","/category/budget","8"
"20374","Scottish","/category/scottish","8"
"20042","Babies","/category/babies","7"
"20303","Mountains","/category/mountains","7"
"20340","Postcards","/category/postcards","7"
"20326","Panorama","/category/panorama","7"
"20025","Attractions","/category/attractions","6"
"20264","Israeli","/category/israeli","6"
"20110","Chemistry","/category/chemistry","5"
"25503","Microservices","/category/microservices","5"
"20189","DNA","/category/dna","5"
"20222","Flowers","/category/flowers","5"
"20056","Beauty","/category/beauty","4"
"20410","Visas","/category/visas","4"
"20030","Austrian","/category/austrian","4"
"19983","Agents","/category/agents","4"
"20310","North America","/category/north-america","4"
"20243","Weapons","/category/weapons","3"
"20246","Haitian","/category/haitian","3"
"20241","Guatemalan","/category/guatemalan","2"
"20402","Italy","/category/italy","2"
"20325","Pakistani","/category/pakistani","2"
"20295","Microformat","/category/microformat","1"
"19980","Aes","/category/aes","1"
"20403","Typography","/category/typography","1"
"20095","Captcha","/category/captcha","55"
"20150","Contracts","/category/contracts","55"
"19961","Emergency","/category/emergency","54"
"20195","eBooks","/category/ebooks","54"
"20375","Screenshots","/category/screenshots","53"
"20396","Training","/category/training","53"
"20111","Family","/category/family","53"
"20399","Transcription","/category/transcription","52"
"20112","Chinese","/category/chinese","51"
"20117","Insurance","/category/insurance","51"
"20327","Parsing","/category/parsing","50"
"20367","Robots","/category/robots","50"
"19977","Recreation","/category/recreation","49"
"20130","Collecting","/category/collecting","49"
"20354","Random","/category/random","49"
"20370","Safety","/category/safety","49"
"20311","NoSQL","/category/nosql","48"
"20289","Meetings","/category/meetings","48"
"20226","Framework","/category/framework","48"
"20215","Fantasy Sports","/category/fantasy-sports","48"
"20336","Podcasts","/category/podcasts","48"
"20230","Parking","/category/parking","47"
"20113","Holidays","/category/holidays","47"
"20420","Wine","/category/wine","47"
"20373","Scanning","/category/scanning","47"
"20304","Names","/category/names","46"
"22235","Linked Data","/category/linked-data","45"
"20277","Loyalty","/category/loyalty","45"
"20351","QR Codes","/category/qr-codes","45"
"20411","Voting","/category/voting","44"
"20265","Italian","/category/italian","44"
"20218","Fax","/category/fax","44"
"20418","Wi-Fi","/category/wi-fi","44"
"21807","APIcon","/category/apicon","43"
"20123","Climate","/category/climate","43"
"20188","Politics","/category/politics","43"
"19972","Tagging","/category/tagging","43"
"20288","Medicine","/category/medicine","42"
"20058","Beer","/category/beer","42"
"20011","Clothing","/category/clothing","42"
"20414","Webcams","/category/webcams","42"
"20424","SQL","/category/sql","41"
"20242","Guides","/category/guides","41"
"20197","Economics","/category/economics","40"
"20097","OCR","/category/ocr","40"
"20000","Animation","/category/animation","40"
"20082","Brazilian","/category/brazilian","40"
"20401","Trivia","/category/trivia","39"
"20363","Reputation","/category/reputation","38"
"20132","Colors","/category/colors","38"
"19976","Adult","/category/adult","37"
"22234","Semantic Web","/category/semantic-web","37"
"20421","Wireless","/category/wireless","37"
"20139","Competitions","/category/competitions","36"
"20341","Postcodes","/category/postcodes","36"
"20143","Housing","/category/housing","35"
"20193","Drugs","/category/drugs","35"
"20285","Marine","/category/marine","35"
"20019","Asia","/category/asia","34"
"20102","Pets","/category/pets","34"
"20199","Medical Records","/category/medical-records","33"
"20383","Solar","/category/solar","33"
"20344","Presentations","/category/presentations","32"
"20382","Protocol","/category/protocol","32"
"20216","Fashion","/category/fashion","32"
"20298","Models","/category/models","31"
"20353","RAML","/category/raml","30"
"20273","Licensing","/category/licensing","29"
"20196","Earthquakes","/category/earthquakes","29"
"20308","Newsletter","/category/newsletter","29"
"20231","Genealogy","/category/genealogy","28"
"20091","Cameras","/category/cameras","27"
"20076","Bluetooth","/category/bluetooth","27"
"20284","Manufacturing","/category/manufacturing","27"
"20225","Math","/category/math","26"
"20151","Motion","/category/motion","26"
"20153","Copyright","/category/copyright","26"
"20156","Countries","/category/countries","26"
"20074","Torrents","/category/torrents","25"
"20050","Bars","/category/bars","25"
"20037","Avatars","/category/avatars","25"
"20238","Goals","/category/goals","25"
"20223","Fonts","/category/fonts","24"
"20240","Grocery","/category/grocery","24"
"20348","Prototype","/category/prototype","24"
"20045","Background","/category/background","24"
"20001","Annotations","/category/annotations","24"
"20268","Korean","/category/korean","24"
"20229","Gadgets","/category/gadgets","23"
"20002","Announcements","/category/announcements","23"
"20379","SOA","/category/soa","22"
"20154","Spelling","/category/spelling","22"
"20398","Transcoding","/category/transcoding","21"
"20387","Subtitles","/category/subtitles","21"
"20372","Satellites","/category/satellites","21"
"20116","Civics","/category/civics","21"
"20088","Caching","/category/caching","20"
"20306","Nature","/category/nature","20"
"20389","Supply Chain","/category/supply-chain","20"
"20329","Passwords","/category/passwords","19"
"20059","Belgian","/category/belgian","19"
"20337","Police","/category/police","19"
"20036","Availability","/category/availability","19"
"24345","API Education","/category/api-education","18"
"20021","Astrology","/category/astrology","18"
"20192","Drawing","/category/drawing","17"
"20317","Open Graph","/category/open-graph","17"
"19970","Actors","/category/actors","17"
"20356","RDF","/category/rdf","17"
"19991","Alcohol","/category/alcohol","16"
"20279","Machine-to-Machine","/category/machine-to-machine","16"
"20183","Dieting","/category/dieting","16"
"20235","Gestures","/category/gestures","16"
"20359","Refunds","/category/refunds","15"
"20210","ERP","/category/erp","15"
"20077","Boating","/category/boating","15"
"20352","Quantified Self","/category/quantified-self","15"
"20175","Datacenter","/category/datacenter","14"
"20040","B2D","/category/b2d","14"
"24020","DevOps","/category/devops","14"
"20096","Credit Cards","/category/credit-cards","244"
"20071","Statistics","/category/statistics","241"
"20078","Booking","/category/booking","229"
"20261","Invoicing","/category/invoicing","227"
"20041","Backend-as-a-Service","/category/backend-service","225"
"20092","Campaigns","/category/campaigns","224"
"20184","Electronic Signature","/category/electronic-signature","224"
"19989","Air Travel","/category/air-travel","224"
"20233","Geography","/category/geography","220"
"20164","Customer Service","/category/customer-service","219"
"20213","Fitness","/category/fitness","219"
"20190","Domains","/category/domains","219"
"19984","Aggregation","/category/aggregation","218"
"20018","Art","/category/art","218"
"20062","Best Practices","/category/best-practices","217"
"20346","Products","/category/products","216"
"19967","Accounting","/category/accounting","216"
"20120","Environment","/category/environment","210"
"20109","Lists","/category/lists","210"
"20089","Design","/category/design","209"
"20343","Predictions","/category/predictions","205"
"20244","Hacking","/category/hacking","204"
"20349","Publishing","/category/publishing","204"
"20148","Contacts","/category/contacts","204"
"20106","Charts","/category/charts","201"
"20415","Webhooks","/category/webhooks","200"
"19966","Accounts","/category/accounts","199"
"20026","Auctions","/category/auctions","197"
"19958","3D","/category/3d","196"
"20057","Hotels","/category/hotels","196"
"20090","Calendars","/category/calendars","195"
"20212","European","/category/european","193"
"20397","Transactions","/category/transactions","192"
"20155","Prices","/category/prices","191"
"20125","Printing","/category/printing","182"
"20166","Customization","/category/customization","182"
"20209","Extraction","/category/extraction","181"
"20014","Scheduling","/category/scheduling","177"
"20275","SEO","/category/seo","174"
"20157","Coupons","/category/coupons","172"
"20300","Monetization","/category/monetization","164"
"20147","Networking","/category/networking","164"
"20362","Reporting","/category/reporting","161"
"20380","URL Shortener","/category/url-shortener","158"
"20118","Classification","/category/classification","155"
"20378","Sentiment","/category/sentiment","154"
"20390","Tasks","/category/tasks","151"
"20198","Editing","/category/editing","150"
"20281","Languages","/category/languages","150"
"20413","Wearable","/category/wearable","149"
"20334","Personal Information Management","/category/personal-information-management","148"
"22968","API Strategy","/category/api-strategy","147"
"20269","Law","/category/law","146"
"20292","Metadata","/category/metadata","145"
"20406","Validation","/category/validation","145"
"20393","Tickets","/category/tickets","142"
"20185","Restaurants","/category/restaurants","142"
"20105","Demographics","/category/demographics","141"
"19981","Referrals","/category/referrals","140"
"20201","Energy","/category/energy","138"
